claim_id,season,plan_name,event_type,plan_base_premium,plan_max_payout,gps_zone_match,claim_velocity_7d,historical_zone_presence,time_since_event_seconds,platform_activity_during_event,claimed_amount,claimed_amount_ratio,prior_rejections_90d,is_fraud
CLM_02703,winter,nano,Heavy Rain,25.0,500.0,1,2,0.7507,7943,0.5405,259.08,0.5182,0,0
CLM_03330,winter,standard,Poor AQI,79.0,2000.0,1,1,0.9369,3560,0.901,401.8,0.2009,0,0
CLM_03637,festival,standard,Platform Outage,79.0,2000.0,1,0,0.6232,49754,0.4965,406.29,0.2031,0,0
CLM_01396,winter,premium,Heatwave,99.0,3500.0,1,0,0.6433,480,0.8319,754.64,0.2156,0,0
CLM_03584,winter,basic,Poor AQI,49.0,1000.0,1,1,0.7515,3112,0.9573,393.76,0.3938,0,0
CLM_04486,festival,basic,Platform Outage,49.0,1000.0,1,0,0.5093,4036,0.6944,536.13,0.5361,1,0
CLM_03376,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.7358,5550,0.8665,1213.2,0.6066,0,0
CLM_01256,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.8561,2461,0.5376,244.25,0.2442,1,0
CLM_03512,summer,standard,Heatwave,79.0,2000.0,1,1,0.5953,4343,0.6794,1169.42,0.5847,2,0
CLM_01250,festival,basic,Platform Outage,49.0,1000.0,1,0,0.7765,6847,0.4799,579.88,0.5799,0,0
CLM_04807,festival,standard,Heavy Rain,79.0,2000.0,0,2,0.2772,29,0.1557,1666.13,0.8331,3,1
CLM_04298,winter,standard,Platform Outage,79.0,2000.0,1,1,0.8239,20603,0.4751,1010.73,0.5054,1,0
CLM_03284,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.7648,1619,0.3277,375.96,0.376,0,0
CLM_02933,winter,premium,Platform Outage,99.0,3500.0,1,2,0.4115,9151,0.5959,1621.67,0.4633,0,0
CLM_04175,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.6518,8665,0.3667,313.87,0.6277,1,0
CLM_01852,festival,basic,Platform Outage,49.0,1000.0,1,0,0.8441,5629,0.6977,379.31,0.3793,0,0
CLM_04869,festival,basic,Platform Outage,49.0,1000.0,0,1,0.4621,373,0.2006,949.61,0.9496,5,1
CLM_02105,summer,standard,Platform Outage,79.0,2000.0,1,0,0.9725,4521,0.7844,1002.74,0.5014,0,0
CLM_00133,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.4251,1879,0.3172,176.6,0.3532,0,0
CLM_00928,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.9571,20541,0.3977,278.87,0.2789,2,0
CLM_00823,summer,standard,Platform Outage,79.0,2000.0,1,1,0.6985,4819,0.1984,1081.48,0.5407,0,0
CLM_04543,monsoon,standard,Poor AQI,79.0,2000.0,0,2,0.3536,300,0.4203,1840.24,0.9201,3,1
CLM_01531,festival,premium,Platform Outage,99.0,3500.0,1,1,0.8461,1704,0.6498,2009.76,0.5742,0,0
CLM_01214,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.9172,9728,0.4454,240.96,0.4819,2,0
CLM_00504,festival,nano,Platform Outage,25.0,500.0,1,3,0.7975,5337,0.6428,333.41,0.6668,0,0
CLM_04285,festival,nano,Platform Outage,25.0,500.0,1,0,0.804,8256,0.6845,218.08,0.4362,0,0
CLM_01996,summer,basic,Poor AQI,49.0,1000.0,1,1,0.6136,16713,0.8722,492.41,0.4924,0,0
CLM_03072,winter,standard,Platform Outage,79.0,2000.0,1,1,0.5343,480,0.3922,785.63,0.3928,0,0
CLM_01958,festival,basic,Platform Outage,49.0,1000.0,1,1,0.9228,6494,0.6119,577.11,0.5771,1,0
CLM_01384,monsoon,nano,Heavy Rain,25.0,500.0,1,3,0.9766,7131,0.7254,243.17,0.4863,0,0
CLM_00894,summer,standard,Heatwave,79.0,2000.0,1,0,0.4069,19710,0.9874,738.36,0.3692,1,0
CLM_00455,festival,basic,Poor AQI,49.0,1000.0,1,1,0.9217,7698,0.842,326.78,0.3268,0,0
CLM_04879,festival,nano,Platform Outage,25.0,500.0,0,5,0.1459,99,0.0453,390.1,0.7802,2,1
CLM_03709,monsoon,premium,Heavy Rain,99.0,3500.0,1,0,0.6475,3838,0.1315,1963.64,0.561,0,0
CLM_04618,festival,premium,Platform Outage,99.0,3500.0,0,10,0.2651,209,0.4772,2837.47,0.8107,0,1
CLM_04268,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.6388,480,0.8163,655.75,0.6558,0,0
CLM_03522,winter,basic,Poor AQI,49.0,1000.0,1,1,0.6701,2554,0.8677,318.27,0.3183,0,0
CLM_04134,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.8288,11400,0.8794,376.53,0.3765,0,0
CLM_03602,summer,nano,Platform Outage,25.0,500.0,1,1,0.8687,5375,0.2715,231.43,0.4629,0,0
CLM_00713,festival,premium,Heavy Rain,99.0,3500.0,1,0,0.7561,480,0.5317,2259.42,0.6455,0,0
CLM_04186,summer,premium,Poor AQI,99.0,3500.0,1,0,0.9222,948,0.494,1166.27,0.3332,1,0
CLM_02214,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.7068,37716,0.6471,445.75,0.4457,0,0
CLM_02923,summer,basic,Heatwave,49.0,1000.0,1,1,0.795,37963,0.7163,581.95,0.582,0,0
CLM_01810,summer,nano,Heavy Rain,25.0,500.0,1,0,0.6542,11118,0.5415,326.11,0.6522,0,0
CLM_03486,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.9441,7699,0.558,572.88,0.5729,0,0
CLM_03141,summer,basic,Platform Outage,49.0,1000.0,0,1,0.4654,1122,0.9472,382.83,0.3828,0,0
CLM_01827,winter,nano,Platform Outage,25.0,500.0,1,2,0.736,13243,0.7725,187.93,0.3759,1,0
CLM_01155,monsoon,standard,Poor AQI,79.0,2000.0,1,0,0.7647,16864,0.572,1163.85,0.5819,1,0
CLM_01324,winter,nano,Platform Outage,25.0,500.0,1,1,0.8021,580,0.7532,108.28,0.2166,1,0
CLM_04312,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.8402,11584,0.8768,1036.95,0.5185,0,0
CLM_00510,summer,basic,Heatwave,49.0,1000.0,1,0,0.8396,582,0.4701,287.98,0.288,0,0
CLM_01680,winter,standard,Heavy Rain,79.0,2000.0,0,0,0.6563,3283,0.9485,573.82,0.2869,0,0
CLM_00499,winter,standard,Platform Outage,79.0,2000.0,1,0,0.9402,3265,0.9556,655.63,0.3278,0,0
CLM_04536,summer,standard,Platform Outage,79.0,2000.0,0,4,0.293,97,0.5148,1546.02,0.773,2,1
CLM_01856,summer,basic,Platform Outage,49.0,1000.0,1,1,0.6613,11867,0.7864,590.64,0.5906,0,0
CLM_01388,festival,nano,Platform Outage,25.0,500.0,1,2,0.5894,10794,0.7668,145.55,0.2911,0,0
CLM_03719,monsoon,nano,Platform Outage,25.0,500.0,1,1,0.7333,839,0.6301,292.13,0.5843,0,0
CLM_02386,festival,nano,Heavy Rain,25.0,500.0,1,1,0.4561,4128,0.7979,223.43,0.4469,0,0
CLM_03236,winter,basic,Heavy Rain,49.0,1000.0,1,0,0.9103,1282,0.6134,436.62,0.4366,0,0
CLM_01540,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.5912,1970,0.7917,573.07,0.5731,0,0
CLM_01217,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.7571,37562,0.9081,591.35,0.2957,0,0
CLM_02681,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.8678,8757,0.6797,627.12,0.6271,1,0
CLM_02993,festival,basic,Heavy Rain,49.0,1000.0,1,2,0.6439,3440,0.7855,432.71,0.4327,0,0
CLM_01191,winter,basic,Platform Outage,49.0,1000.0,1,1,0.7465,9289,0.6718,617.62,0.6176,1,0
CLM_01542,summer,standard,Poor AQI,79.0,2000.0,1,2,0.9441,31254,0.4949,912.08,0.456,1,0
CLM_03301,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.6966,12010,0.2912,1269.79,0.6349,0,0
CLM_03324,summer,premium,Platform Outage,99.0,3500.0,1,1,0.3888,3857,0.4693,2217.55,0.6336,1,0
CLM_02539,winter,basic,Poor AQI,49.0,1000.0,0,0,0.8855,7033,0.7903,607.12,0.6071,0,0
CLM_00953,summer,nano,Heavy Rain,25.0,500.0,1,2,0.8464,6632,0.6914,182.22,0.3644,1,0
CLM_04330,festival,basic,Platform Outage,49.0,1000.0,1,2,0.7119,45652,0.8499,629.05,0.629,1,0
CLM_00732,festival,nano,Platform Outage,25.0,500.0,1,1,0.7202,18100,0.9709,217.07,0.4341,0,0
CLM_01156,summer,standard,Platform Outage,79.0,2000.0,1,0,0.6781,14603,0.378,411.77,0.2059,1,0
CLM_03294,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.379,5749,0.5149,930.69,0.4653,0,0
CLM_02982,festival,nano,Platform Outage,25.0,500.0,1,2,0.6307,11019,0.7691,294.52,0.589,0,0
CLM_02156,summer,standard,Heatwave,79.0,2000.0,1,0,0.3667,5123,0.3467,1111.66,0.5558,1,0
CLM_01062,festival,basic,Poor AQI,49.0,1000.0,1,0,0.5328,31134,0.2978,637.01,0.637,1,0
CLM_02616,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.5464,6128,0.8265,142.65,0.2853,0,0
CLM_01167,winter,standard,Heatwave,79.0,2000.0,1,0,0.9,7762,0.7239,500.47,0.2502,0,0
CLM_03222,monsoon,nano,Heavy Rain,25.0,500.0,1,2,0.7629,25002,0.4542,333.16,0.6663,0,0
CLM_03636,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.5185,480,0.5911,124.37,0.2487,2,0
CLM_02938,monsoon,basic,Poor AQI,49.0,1000.0,1,2,0.7522,12717,0.6077,568.76,0.5688,1,0
CLM_04491,winter,standard,Heavy Rain,79.0,2000.0,1,0,0.8595,4965,0.3482,673.51,0.3368,0,0
CLM_03140,summer,nano,Platform Outage,25.0,500.0,1,1,0.502,14124,0.4071,293.18,0.5864,0,0
CLM_00143,summer,basic,Heatwave,49.0,1000.0,1,1,0.6779,3830,0.4179,203.18,0.2032,0,0
CLM_03577,summer,standard,Heatwave,79.0,2000.0,1,1,0.7939,3619,0.8099,731.0,0.3655,0,0
CLM_02782,monsoon,premium,Platform Outage,99.0,3500.0,1,1,0.5531,3426,0.7996,1770.48,0.5059,0,0
CLM_00717,summer,nano,Heavy Rain,25.0,500.0,1,0,0.723,5126,0.7181,321.07,0.6421,0,0
CLM_01819,summer,premium,Heatwave,99.0,3500.0,0,1,0.6964,5757,0.7355,644.29,0.1841,0,0
CLM_02502,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.9426,24524,0.7522,1169.26,0.5846,0,0
CLM_04360,summer,basic,Heatwave,49.0,1000.0,1,0,0.4792,33723,0.7357,475.22,0.4752,0,0
CLM_04171,winter,standard,Heavy Rain,79.0,2000.0,1,1,0.6909,590,0.7285,459.1,0.2296,0,0
CLM_00395,festival,basic,Platform Outage,49.0,1000.0,1,0,0.4074,4206,0.6979,468.96,0.469,0,0
CLM_04836,winter,basic,Heatwave,49.0,1000.0,1,5,0.134,325,0.4969,770.89,0.7709,1,1
CLM_04492,winter,basic,Poor AQI,49.0,1000.0,1,1,0.7986,3094,0.4477,234.27,0.2343,0,0
CLM_01365,summer,nano,Platform Outage,25.0,500.0,1,1,0.3437,480,0.5239,178.38,0.3568,1,0
CLM_04558,monsoon,basic,Heavy Rain,49.0,1000.0,0,2,0.056,36,0.2834,740.02,0.74,1,1
CLM_00595,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.8579,3702,0.5698,173.08,0.3462,2,0
CLM_03952,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.8342,5819,0.5429,493.73,0.4937,0,0
CLM_02914,festival,standard,Platform Outage,79.0,2000.0,1,2,0.6682,6084,0.6868,501.77,0.2509,0,0
CLM_02326,summer,premium,Platform Outage,99.0,3500.0,1,0,0.8256,2628,0.6469,1622.62,0.4636,0,0
CLM_03766,winter,basic,Poor AQI,49.0,1000.0,1,0,0.6618,9476,0.5271,581.35,0.5814,0,0
CLM_03440,festival,basic,Heavy Rain,49.0,1000.0,1,3,0.4396,18662,0.5546,311.64,0.3116,0,0
CLM_03851,monsoon,standard,Poor AQI,79.0,2000.0,1,2,0.9388,18256,0.5099,583.88,0.2919,0,0
CLM_04132,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.733,8609,0.6989,256.76,0.5135,1,0
CLM_04591,festival,basic,Heavy Rain,49.0,1000.0,0,3,0.132,88,0.5363,832.16,0.8322,5,1
CLM_02143,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.7775,7626,0.5459,275.26,0.5505,0,0
CLM_01571,monsoon,nano,Platform Outage,25.0,500.0,1,1,0.9579,4637,0.7971,116.56,0.2331,0,0
CLM_04079,festival,basic,Heavy Rain,49.0,1000.0,1,0,0.899,13778,0.5862,484.44,0.4844,0,0
CLM_01122,summer,nano,Platform Outage,25.0,500.0,0,0,0.8372,480,0.8802,201.81,0.4036,0,0
CLM_02786,summer,nano,Platform Outage,25.0,500.0,1,0,0.7447,9451,0.605,326.19,0.6524,0,0
CLM_02967,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.4367,2157,0.8814,637.32,0.6373,0,0
CLM_02504,monsoon,basic,Poor AQI,49.0,1000.0,1,2,0.8433,3476,0.5681,496.7,0.4967,0,0
CLM_03465,summer,basic,Poor AQI,49.0,1000.0,1,1,0.7835,33855,0.2455,552.09,0.5521,0,0
CLM_00675,winter,nano,Platform Outage,25.0,500.0,1,0,0.5373,25634,0.449,257.99,0.516,1,0
CLM_02808,festival,standard,Platform Outage,79.0,2000.0,1,1,0.7371,5605,0.6764,570.5,0.2853,0,0
CLM_03348,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.7133,24836,0.5373,289.6,0.2896,1,0
CLM_00728,summer,nano,Platform Outage,25.0,500.0,1,1,0.8097,14222,0.6438,125.37,0.2507,0,0
CLM_00412,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.9046,9672,0.6062,424.66,0.2123,0,0
CLM_03146,winter,nano,Platform Outage,25.0,500.0,1,1,0.9692,1171,0.8969,260.79,0.5216,0,0
CLM_01516,winter,standard,Poor AQI,79.0,2000.0,1,0,0.8472,2546,0.7552,907.87,0.4539,0,0
CLM_00825,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.716,12252,0.705,604.04,0.604,0,0
CLM_03267,festival,premium,Platform Outage,99.0,3500.0,1,0,0.2728,49630,0.4407,852.89,0.2437,0,0
CLM_03974,monsoon,premium,Poor AQI,99.0,3500.0,1,0,0.8531,8336,0.6217,717.0,0.2049,0,0
CLM_00616,festival,standard,Platform Outage,79.0,2000.0,1,1,0.4185,6433,0.4396,1315.23,0.6576,0,0
CLM_00114,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.9326,7341,0.9322,822.59,0.4113,0,0
CLM_00417,festival,premium,Poor AQI,99.0,3500.0,1,2,0.8204,8844,0.8647,2069.94,0.5914,1,0
CLM_03069,summer,nano,Platform Outage,25.0,500.0,1,0,0.5596,3294,0.7843,317.92,0.6358,0,0
CLM_01625,winter,standard,Poor AQI,79.0,2000.0,1,0,0.6962,4564,0.6736,557.55,0.2788,0,0
CLM_04950,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.3092,20,0.1948,849.01,0.849,3,1
CLM_04185,festival,basic,Platform Outage,49.0,1000.0,1,1,0.3422,9674,0.4783,185.88,0.1859,0,0
CLM_02896,winter,nano,Heavy Rain,25.0,500.0,1,2,0.6585,6037,0.9273,188.17,0.3763,0,0
CLM_04671,summer,basic,Heatwave,49.0,1000.0,0,5,0.0386,159,0.0508,897.65,0.8976,2,1
CLM_02082,summer,nano,Platform Outage,25.0,500.0,1,1,0.7551,2562,0.5453,95.36,0.1907,1,0
CLM_00753,winter,basic,Platform Outage,49.0,1000.0,1,0,0.7522,3414,0.839,273.64,0.2736,0,0
CLM_02546,winter,standard,Poor AQI,79.0,2000.0,1,1,0.8399,6832,0.8347,1238.54,0.6193,0,0
CLM_03969,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.4068,1849,0.7861,335.81,0.3358,0,0
CLM_03373,summer,premium,Heatwave,99.0,3500.0,1,3,0.8343,7066,0.8817,1201.44,0.3433,1,0
CLM_04107,summer,standard,Heatwave,79.0,2000.0,1,1,0.4724,2135,0.8007,1284.36,0.6422,0,0
CLM_02444,winter,nano,Platform Outage,25.0,500.0,1,0,0.859,21537,0.439,130.99,0.262,1,0
CLM_04380,festival,basic,Platform Outage,49.0,1000.0,1,1,0.5224,1527,0.7121,266.91,0.2669,0,0
CLM_01066,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.4475,5607,0.2504,567.22,0.5672,0,0
CLM_03913,winter,standard,Heatwave,79.0,2000.0,1,0,0.8487,16004,0.5895,421.53,0.2108,0,0
CLM_03498,winter,nano,Platform Outage,25.0,500.0,1,1,0.6934,7148,0.6439,93.42,0.1868,1,0
CLM_02738,festival,standard,Poor AQI,79.0,2000.0,1,0,0.824,480,0.5995,1223.18,0.6116,0,0
CLM_04000,summer,basic,Poor AQI,49.0,1000.0,1,0,0.796,35670,0.5638,482.22,0.4822,0,0
CLM_01568,festival,basic,Platform Outage,49.0,1000.0,1,0,0.5585,11811,0.279,549.87,0.5499,0,0
CLM_02427,monsoon,premium,Platform Outage,99.0,3500.0,1,1,0.6184,4003,0.6367,1331.08,0.3803,0,0
CLM_03746,summer,nano,Platform Outage,25.0,500.0,1,0,0.7011,2550,0.8239,307.88,0.6158,0,0
CLM_04639,festival,premium,Platform Outage,99.0,3500.0,1,1,0.1518,370,0.2739,2638.72,0.7539,1,1
CLM_01687,summer,standard,Platform Outage,79.0,2000.0,1,1,0.8286,480,0.6165,362.15,0.1811,0,0
CLM_00851,winter,nano,Platform Outage,25.0,500.0,1,0,0.8188,21952,0.8901,267.31,0.5346,0,0
CLM_03546,winter,standard,Heavy Rain,79.0,2000.0,1,0,0.4874,9949,0.9077,504.4,0.2522,0,0
CLM_00895,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.499,22376,0.857,534.15,0.5342,0,0
CLM_04592,summer,standard,Heatwave,79.0,2000.0,0,7,0.1128,20,0.1745,1444.56,0.7223,1,1
CLM_00335,monsoon,nano,Platform Outage,25.0,500.0,1,1,0.9116,5180,0.5107,171.55,0.3431,0,0
CLM_02839,festival,nano,Heavy Rain,25.0,500.0,1,0,0.8193,3300,0.4284,332.3,0.6646,0,0
CLM_03087,summer,basic,Poor AQI,49.0,1000.0,1,0,0.8103,2130,0.6667,387.29,0.3873,0,0
CLM_01348,winter,standard,Platform Outage,79.0,2000.0,1,0,0.8184,2773,0.953,1336.18,0.6681,0,0
CLM_01015,summer,basic,Heatwave,49.0,1000.0,1,0,0.8212,12364,0.8089,474.23,0.4742,0,0
CLM_02816,summer,premium,Platform Outage,99.0,3500.0,1,0,0.656,3398,0.9079,1770.95,0.506,0,0
CLM_01631,festival,premium,Platform Outage,99.0,3500.0,1,1,0.9179,4604,0.5561,1861.92,0.532,1,0
CLM_02489,festival,basic,Platform Outage,49.0,1000.0,1,0,0.9825,480,0.7441,532.98,0.533,2,0
CLM_03730,festival,basic,Platform Outage,49.0,1000.0,1,2,0.7518,1168,0.3696,242.85,0.2428,0,0
CLM_03251,winter,nano,Platform Outage,25.0,500.0,1,0,0.9979,7552,0.6849,177.79,0.3556,0,0
CLM_04634,winter,premium,Heatwave,99.0,3500.0,1,6,0.0485,344,0.2464,2582.96,0.738,4,1
CLM_02070,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.8815,2629,0.7872,999.65,0.4998,0,0
CLM_04452,summer,nano,Heavy Rain,25.0,500.0,1,0,0.7245,10920,0.6812,172.48,0.345,0,0
CLM_04882,festival,standard,Platform Outage,79.0,2000.0,0,6,0.0106,281,0.0671,1545.88,0.7729,0,1
CLM_01635,winter,standard,Heatwave,79.0,2000.0,1,1,0.2722,6542,0.4833,1006.88,0.5034,1,0
CLM_02479,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.9624,20659,0.7087,577.16,0.5772,1,0
CLM_02265,festival,nano,Heavy Rain,25.0,500.0,1,0,0.683,3171,0.8639,282.67,0.5653,1,0
CLM_02959,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.9354,2338,0.8314,282.27,0.5645,0,0
CLM_04731,festival,premium,Platform Outage,99.0,3500.0,0,10,0.0925,733,0.0992,2534.72,0.7242,2,1
CLM_03059,summer,nano,Platform Outage,25.0,500.0,1,1,0.6124,4526,0.2911,225.41,0.4508,0,0
CLM_02141,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.7118,3666,0.6584,360.0,0.36,0,0
CLM_03118,winter,standard,Platform Outage,79.0,2000.0,1,1,0.7781,8416,0.412,1084.83,0.5424,0,0
CLM_04725,festival,premium,Platform Outage,99.0,3500.0,0,3,0.1554,118,0.2102,2768.42,0.791,5,1
CLM_04045,monsoon,premium,Platform Outage,99.0,3500.0,1,0,0.6724,13354,0.9614,703.61,0.201,0,0
CLM_03356,summer,basic,Heatwave,49.0,1000.0,1,0,0.5621,41146,0.6501,496.1,0.4961,0,0
CLM_02744,festival,basic,Poor AQI,49.0,1000.0,0,0,0.4354,16398,0.7903,182.85,0.1828,0,0
CLM_03506,festival,nano,Heavy Rain,25.0,500.0,1,0,0.7556,2818,0.3161,237.69,0.4754,0,0
CLM_01679,winter,nano,Heavy Rain,25.0,500.0,1,0,0.5755,4934,0.8648,183.85,0.3677,0,0
CLM_04249,festival,standard,Platform Outage,79.0,2000.0,1,2,0.7283,3765,0.6064,971.64,0.4858,0,0
CLM_03147,festival,nano,Heavy Rain,25.0,500.0,1,1,0.5331,25235,0.3477,135.81,0.2716,0,0
CLM_02294,winter,standard,Heavy Rain,79.0,2000.0,1,1,0.8043,741,0.8504,1129.7,0.5649,0,0
CLM_00580,festival,standard,Heavy Rain,79.0,2000.0,1,2,0.6134,7885,0.8154,607.36,0.3037,1,0
CLM_01470,summer,nano,Platform Outage,25.0,500.0,1,0,0.5624,6643,0.8559,270.3,0.5406,1,0
CLM_04070,summer,basic,Heatwave,49.0,1000.0,1,0,0.663,5005,0.664,451.12,0.4511,1,0
CLM_03343,monsoon,nano,Platform Outage,25.0,500.0,1,1,0.7876,13553,0.8552,255.03,0.5101,0,0
CLM_04583,monsoon,basic,Heavy Rain,49.0,1000.0,0,3,0.1504,145,0.1162,987.22,0.9872,0,1
CLM_03672,summer,standard,Platform Outage,79.0,2000.0,1,0,0.8341,7059,0.5289,832.03,0.416,0,0
CLM_00559,winter,basic,Poor AQI,49.0,1000.0,1,1,0.8233,480,0.4368,588.48,0.5885,0,0
CLM_02849,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.7842,9467,0.4371,203.2,0.4064,1,0
CLM_00512,festival,premium,Platform Outage,99.0,3500.0,1,2,0.7176,3264,0.6369,1555.3,0.4444,0,0
CLM_01081,summer,standard,Heatwave,79.0,2000.0,1,1,0.6871,21303,0.3842,1084.18,0.5421,0,0
CLM_01664,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.8564,3064,0.3222,568.59,0.5686,0,0
CLM_01012,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.5222,17740,0.4642,481.94,0.4819,0,0
CLM_01931,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.4746,13119,0.6682,461.74,0.4617,0,0
CLM_01150,summer,nano,Platform Outage,25.0,500.0,1,1,0.7984,1381,0.5854,231.04,0.4621,0,0
CLM_02838,summer,basic,Heatwave,49.0,1000.0,1,0,0.854,7805,0.6193,224.65,0.2247,0,0
CLM_00116,festival,premium,Platform Outage,99.0,3500.0,1,0,0.7345,1578,0.768,916.28,0.2618,0,0
CLM_00740,festival,premium,Poor AQI,99.0,3500.0,1,0,0.3031,3749,0.7041,2253.01,0.6437,1,0
CLM_04806,winter,standard,Heatwave,79.0,2000.0,0,5,0.2674,899,0.0834,1662.72,0.8314,0,1
CLM_03675,summer,nano,Heavy Rain,25.0,500.0,1,0,0.9802,4160,0.9476,259.65,0.5193,1,0
CLM_00830,summer,premium,Heatwave,99.0,3500.0,1,0,0.755,2320,0.5237,2308.54,0.6596,1,0
CLM_00119,winter,basic,Heatwave,49.0,1000.0,1,0,0.6102,480,0.8694,242.68,0.2427,0,0
CLM_04853,monsoon,premium,Poor AQI,99.0,3500.0,0,5,0.2654,60,0.138,3005.81,0.8588,0,1
CLM_04738,monsoon,basic,Heavy Rain,49.0,1000.0,1,5,0.1301,153,0.2416,983.89,0.9839,1,1
CLM_00635,festival,nano,Platform Outage,25.0,500.0,1,1,0.6524,634,0.9074,180.37,0.3607,0,0
CLM_04465,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.6139,20278,0.4293,842.97,0.4215,0,0
CLM_04364,festival,basic,Platform Outage,49.0,1000.0,1,0,0.7387,3388,0.6109,369.68,0.3697,0,0
CLM_04142,summer,basic,Poor AQI,49.0,1000.0,1,0,0.8283,26764,0.6324,619.39,0.6194,0,0
CLM_00991,festival,basic,Poor AQI,49.0,1000.0,1,1,0.6539,4103,0.5995,446.27,0.4463,1,0
CLM_00876,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.6362,480,0.4314,348.94,0.3489,1,0
CLM_00004,summer,premium,Heatwave,99.0,3500.0,1,1,0.7682,1075,0.7388,650.07,0.1857,0,0
CLM_03051,winter,premium,Heatwave,99.0,3500.0,1,0,0.6027,3925,0.8776,2192.1,0.6263,0,0
CLM_03124,festival,nano,Platform Outage,25.0,500.0,1,1,0.9631,15264,0.3711,304.43,0.6089,1,0
CLM_02660,festival,nano,Platform Outage,25.0,500.0,1,1,0.88,2429,0.8951,120.95,0.2419,0,0
CLM_02491,summer,basic,Poor AQI,49.0,1000.0,1,2,0.9325,2662,0.4152,570.28,0.5703,0,0
CLM_03854,summer,nano,Platform Outage,25.0,500.0,1,0,0.7689,7325,0.8498,111.13,0.2223,0,0
CLM_01715,summer,premium,Heatwave,99.0,3500.0,1,0,0.4745,23519,0.876,2174.67,0.6213,0,0
CLM_01148,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.6578,5394,0.6502,373.67,0.3737,0,0
CLM_03261,festival,standard,Platform Outage,79.0,2000.0,1,1,0.9135,11023,0.7417,953.27,0.4766,0,0
CLM_00574,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.7784,480,0.9031,507.3,0.5073,0,0
CLM_03769,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.7006,567,0.6023,289.81,0.5796,1,0
CLM_03736,festival,standard,Poor AQI,79.0,2000.0,1,2,0.4561,6382,0.6952,600.63,0.3003,1,0
CLM_04146,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.5654,2650,0.6261,93.16,0.1863,0,0
CLM_00853,winter,premium,Platform Outage,99.0,3500.0,1,1,0.8165,3490,0.6361,1968.18,0.5623,0,0
CLM_01982,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.5848,4734,0.8592,569.97,0.57,0,0
CLM_02774,festival,premium,Platform Outage,99.0,3500.0,0,1,0.6555,11046,0.7237,1547.71,0.4422,0,0
CLM_01166,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.5773,11493,0.8007,614.99,0.615,0,0
CLM_00971,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.8036,12015,0.8024,272.84,0.5457,0,0
CLM_02701,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.7095,1770,0.3683,138.25,0.2765,0,0
CLM_04495,summer,premium,Platform Outage,99.0,3500.0,1,0,0.6788,19760,0.8755,1065.08,0.3043,0,0
